Station Name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,2122 Entries and exits,NLC,TLC,Region
Carfin,"19,792","36,306","9,048","65,146",9877,CRF,Scotland
Carlisle,"162,508","1,511,740","105,110","1,779,358",2118,CAR,North West
Carlton,"13,920","12,092","1,598","27,610",6201,CTO,East Midlands
Carluke,"53,708","81,494","19,224","154,426",9702,CLU,Scotland
Carmarthen,"146,114","89,708","20,676","256,498",4068,CMN,Wales
Carmyle,"22,414","46,322","13,534","82,270",9769,CML,Scotland
Carnforth,"25,708","94,348","31,428","151,484",2640,CNF,North West
Carnoustie,"41,534","37,992","3,052","82,578",9028,CAN,Scotland
Carntyne,"63,392","117,500","22,128","203,020",9897,CAY,Scotland
Carpenders Park,"236,088","562,764","63,726","862,578",1442,CPK,East of England
Carrbridge,"2,418","1,296",0,"3,714",8621,CAG,Scotland
Carshalton,"337,364","468,762","169,850","975,976",5405,CSH,London
Carshalton Beeches,"178,072","233,936","66,376","478,384",5406,CSB,London
Carstairs,"5,420","1,298",268,"6,986",9704,CRS,Scotland
Cartsdyke,"16,374","30,264","13,890","60,528",9680,CDY,Scotland
Castle Bar Park,"17,094","15,912","8,122","41,128",3098,CBP,London
Castle Cary,"9,280","229,604","1,578","240,462",5703,CLC,South West
Castleford,"169,492","130,496","53,270","353,258",8359,CFD,Yorkshire and The Humber
Castleton Moor,874,"3,086",772,"4,732",7914,CSM,Yorkshire and The Humber
Caterham,"166,526","214,812","98,510","479,848",5351,CAT,South East
Catford,"188,270","239,540","153,650","581,460",5077,CTF,London
Catford Bridge,"427,810","674,002","350,642","1,452,454",5047,CFB,London
Cathays,"387,976","53,172","73,582","514,730",3820,CYS,Wales
Cathcart,"65,142","185,904","37,422","288,468",9795,CCT,Scotland
Cattal,"10,758","33,286","7,378","51,422",8232,CTL,Yorkshire and The Humber
Causeland,112,"1,928",0,"2,040",3568,CAU,South West
Cefn-Y-Bedd,"3,378",250,52,"3,680",2425,CYB,Wales
Chadwell Heath,"927,856","1,426,768","391,176","2,745,800",6874,CTH,London
Chalkwell,"401,214","263,798","301,146","966,158",7469,CHW,East of England
Chandlers Ford,"31,998","51,522","11,136","94,656",5836,CFR,South East
Chapel-En-Le-Frith,"15,660","34,524","10,024","60,208",2762,CEF,East Midlands
Charing Cross (Glasgow),"238,510","519,562","159,630","917,702",9911,CHC,Scotland
Charlbury,"35,054","144,592","20,210","199,856",3004,CBY,South East
Charlton,"295,914","543,196","233,888","1,072,998",5144,CTN,London
Chartham,"23,020","26,050","15,122","64,192",5008,CRT,South East
Chassen Road,"14,040","4,600","7,526","26,166",2947,CSR,North West
Chatelherault,"10,212","20,790","14,958","45,960",9707,CTE,Scotland
Chatham,"495,056","718,950","515,370","1,729,376",5199,CTM,South East
Chathill,"1,234",258,0,"1,492",7792,CHT,North East
Cheadle Hulme,"210,556","199,090","79,918","489,564",2870,CHU,North West
Cheam,"241,336","303,554","120,276","665,166",5352,CHE,London
Cheddington,"10,208","17,760","4,212","32,180",1372,CED,South East
Chelmsford,"1,530,932","1,672,038","1,392,740","4,595,710",6836,CHM,East of England
Chelsfield,"166,724","97,340","81,588","345,652",5098,CLD,London
Cheltenham Spa,"396,646","1,328,196","68,868","1,793,710",4731,CNM,South West
Chepstow,"80,462","49,984","16,988","147,434",3774,CPW,Wales
Cherry Tree,"10,262","19,340","4,896","34,498",2573,CYT,North West
Chertsey,"123,582","102,494","270,600","496,676",5553,CHY,South East
Cheshunt,"592,214","965,674","150,878","1,708,766",6814,CHN,East of England
Chessington North,"111,314","144,436","61,532","317,282",5582,CSN,London
Chessington South,"97,784","96,800","41,304","235,888",5554,CSS,London
Chester,"1,095,690","2,181,600","166,078","3,443,368",2412,CTR,North West
Chester Road,"124,030","172,638","92,956","389,624",1130,CRD,West Midlands
Chester-Le-Street,"21,696","111,634","15,362","148,692",7736,CLS,North East
Chesterfield,"218,896","915,238","70,862","1,204,996",6615,CHD,East Midlands
Chetnole,530,"1,238",0,"1,768",5840,CNO,South West
Chichester,"581,382","1,081,196","509,914","2,172,492",5255,CCH,South East
Chilham,"7,220","19,204","13,790","40,214",5009,CIL,South East
Chilworth,"7,418","8,388","1,396","17,202",5296,CHL,South East
Chingford,"446,010","822,878","92,144","1,361,032",6914,CHI,London
Chinley,"32,100","36,626","11,380","80,106",2823,CLY,East Midlands
Chippenham,"196,588","795,620","132,018","1,124,226",3267,CPM,South West
Chipstead,"24,184","27,020","6,772","57,976",5353,CHP,South East
Chirk,"35,282","18,018","4,466","57,766",4449,CRK,Wales
Chislehurst,"252,772","299,972","75,262","628,006",5099,CIT,London
Chiswick,"184,842","255,934","104,776","545,552",5583,CHK,London
Cholsey,"30,532","87,822","37,096","155,450",3031,CHO,South East
Chorley,"99,164","323,726","70,312","493,202",2745,CRL,North West
Chorleywood,"127,980","197,424","10,338","335,742",546,CLW,East of England
Christchurch,"88,988","213,746","35,724","338,458",5879,CHR,South West
Church Fenton,"21,586","68,078","16,140","105,804",8233,CHF,Yorkshire and The Humber
Church Stretton,"70,752","29,828","13,850","114,430",4365,CTT,West Midlands
Cilmeri,190,230,0,420,3785,CIM,Wales
City Thameslink,"1,336,858","1,160,004","497,922","2,994,784",5121,CTK,London
Clandon,"38,402","40,340","14,312","93,054",5555,CLA,South East
Clapham (North Yorkshire),"1,442","4,716",0,"6,158",2653,CPY,Yorkshire and The Humber
Clapham High Street,"411,144","615,900","262,244","1,289,288",5301,CLP,London
Clapham Junction,"5,101,074","8,833,390","3,462,656","17,397,120",5595,CLJ,London
Clapton,"380,310","720,512","181,096","1,281,918",6926,CPT,London
Clarbeston Road,"2,318","1,982",360,"4,660",4069,CLR,Wales
Clarkston,"62,990","150,404","20,218","233,612",9792,CKS,Scotland
Claverdon,"1,250","1,136",0,"2,386",4593,CLV,West Midlands
Claygate,"110,108","114,506","80,530","305,144",5556,CLG,South East
Cleethorpes,"26,712","198,272","3,200","228,184",6274,CLE,Yorkshire and The Humber
Cleland,"22,194","38,870","9,102","70,166",9718,CEA,Scotland
Clifton Down,"262,270","55,592","82,868","400,730",3202,CFN,South West
Clitheroe,"49,132","156,522","52,138","257,792",2574,CLH,North West
Clock House,"205,262","275,180","78,266","558,708",5048,CLK,London
Clunderwen,"5,616","6,766",0,"12,382",4070,CUW,Wales
Clydebank,"52,858","84,126","35,740","172,724",9855,CYK,Scotland
Coatbridge Central,"7,918","10,852","4,210","22,980",9747,CBC,Scotland
Coatbridge Sunnyside,"80,356","149,462","35,852","265,670",9752,CBS,Scotland
Coatdyke,"43,616","58,858","25,090","127,564",9762,COA,Scotland
Codsall,"30,294","37,694","19,994","87,982",4616,CSL,West Midlands
Cogan,"147,264","6,514","30,926","184,704",3828,CGN,Wales
Colchester,"532,722","1,480,582","899,962","2,913,266",6861,COL,East of England
Colchester Town,"92,244","256,370","155,834","504,448",6853,CET,East of England
Coleshill Parkway,"95,024","19,386","13,546","127,956",9882,CEH,West Midlands
Collingham,"78,956","4,126","4,358","87,440",6349,CLM,East Midlands
Collington,"38,082","56,958","19,842","114,882",5457,CLL,South East
Colne,"23,142","37,000","8,662","68,804",2562,CNE,North West
Colwall,"16,456","18,726","9,684","44,866",4876,CWL,West Midlands
Colwyn Bay,"93,192","97,578","16,344","207,114",2451,CWB,Wales
Commondale,438,"1,310",698,"2,446",7515,COM,Yorkshire and The Humber
Congleton,"47,544","156,320","15,182","219,046",1227,CNG,North West
Conisbrough,"30,288","23,600","14,772","68,660",6488,CNS,Yorkshire and The Humber
Connel Ferry,"2,942","1,632","11,056","15,630",8708,CON,Scotland
Cononley,"31,476","67,294","27,266","126,036",8470,CEY,Yorkshire and The Humber
Conway Park,"177,734","272,770","174,718","625,222",3624,CNP,North West
Conwy,"14,296","12,926",816,"28,038",2486,CNW,Wales
Cooden Beach,"16,448","56,272","12,546","85,266",5458,COB,South East
Cookham,"40,310","51,486","26,182","117,978",3019,COO,South East
Cooksbridge,"15,828","21,820","9,904","47,552",5336,CBR,South East
Copplestone,"8,526","10,614","3,928","23,068",5821,COP,South West
Corbridge,"10,354","35,404",934,"46,692",7504,CRB,North East
Corby,"45,420","223,820","30,728","299,968",1847,COR,East Midlands
Corkickle,"20,050","16,350","8,324","44,724",2049,CKL,North West
Corpach,"1,224",986,0,"2,210",8824,CPA,Scotland
Corrour,"7,290","4,228",0,"11,518",8825,CRR,Scotland
Coryton,"20,854",874,"13,398","35,126",3905,COY,Wales
Coseley,"95,064","179,070","99,774","373,908",1143,CSY,West Midlands
Cosford,"16,820","26,776","6,220","49,816",4617,COS,West Midlands
Cosham,"214,588","365,134","81,868","661,590",5896,CSA,South East
Cottingham,"29,960","101,350","30,636","161,946",8056,CGM,Yorkshire and The Humber
Cottingley,"23,342","14,130","14,284","51,756",8505,COT,Yorkshire and The Humber
Coulsdon South,"447,956","554,860","219,302","1,222,118",5408,CDS,London
Coventry,"1,319,504","2,776,654","539,896","4,636,054",1030,COV,West Midlands
Cowdenbeath,"28,104","47,980","6,606","82,690",9185,COW,Scotland
Cradley Heath,"111,086","223,136","133,522","467,744",4639,CRA,West Midlands
Craigendoran,"18,850","32,942","71,100","122,892",9970,CGD,Scotland
Cramlington,"52,722","49,642","9,076","111,440",7579,CRM,North East
Craven Arms,"35,536","22,076","13,612","71,224",3634,CRV,West Midlands
Crawley,"291,272","504,064","209,372","1,004,708",5484,CRW,South East
Crayford,"303,262","355,854","157,392","816,508",5100,CRY,London
Crediton,"40,456","35,730","8,316","84,502",5754,CDI,South West
Cressington,"63,334","255,446","113,832","432,612",2225,CSG,North West
Crewe,"599,896","1,999,542","117,594","2,717,032",1243,CRE,North West
Crewkerne,"9,984","87,100","30,424","127,508",5832,CKN,South West
Crews Hill,"26,226","47,940","14,778","88,944",6007,CWH,London
Crianlarich,"5,018","6,012",0,"11,030",8826,CNR,Scotland
Criccieth,"12,072","3,592",652,"16,316",4312,CCC,Wales
Cricklewood,"179,576","312,992","118,980","611,548",1519,CRI,London
Croftfoot,"29,634","88,994","26,390","145,018",9778,CFF,Scotland
Crofton Park,"158,214","235,190","62,266","455,670",5078,CFT,London
Cromer,"63,834","138,952","9,804","212,590",7295,CMR,East of England
Cromford,"10,130","17,270","2,052","29,452",1822,CMF,East Midlands
Cross Gates,"141,160","100,788","70,036","311,984",8473,CRG,Yorkshire and The Humber
Crossflatts,"86,656","100,506","129,938","317,100",8554,CFL,Yorkshire and The Humber
Crosshill,"38,360","101,002","41,868","181,230",9814,COI,Scotland
Crosskeys,"43,342","1,214","8,462","53,018",9902,CKY,Wales
Crossmyloof,"132,234","298,450","42,904","473,588",9796,CMY,Scotland
Croston,"13,638","19,188","3,796","36,622",2313,CSO,North West
Crouch Hill,"201,610","319,112","147,528","668,250",7406,CRH,London
Crowborough,"48,362","63,200","54,322","165,884",5325,COH,South East
Crowhurst,"5,580","14,084","10,856","30,520",5233,CWU,South East
Crowle,"4,106","7,686","2,004","13,796",6524,CWE,Yorkshire and The Humber
Crowthorne,"46,678","82,390","22,106","151,174",5628,CRN,South East
Croy,"218,820","415,502","84,682","719,004",9943,CRO,Scotland
Crystal Palace,"597,052","1,103,464","302,550","2,003,066",5356,CYP,London
Cuddington,"19,470","26,074","9,026","54,570",2305,CUD,North West
Cuffley,"154,058","196,192","44,850","395,100",6008,CUF,East of England
Culham,"24,626","13,458","22,058","60,142",3107,CUM,South East
Culrain,114,50,0,164,8625,CUA,Scotland
Cumbernauld,"44,898","51,438","10,400","106,736",9721,CUB,Scotland
Cupar,"34,732","57,034","4,028","95,794",9121,CUP,Scotland
Curriehill,"20,350","15,782","4,078","40,210",9218,CUH,Scotland
Cuxton,"19,072","13,462","13,778","46,312",5201,CUX,South East
Cwmbach,"20,730",714,"3,088","24,532",3981,CMH,Wales
Cwmbran,"169,016","39,028","54,860","262,904",3738,CWM,Wales
Cynghordy,422,192,0,614,4147,CYN,Wales
Dagenham Dock,"125,372","112,746","51,364","289,482",7440,DDK,London
Daisy Hill,"55,484","62,038","32,408","149,930",2777,DSY,North West
Dalgety Bay,"32,286","62,706","10,440","105,432",9135,DAG,Scotland
Dalmally,"2,794","1,394","8,944","13,132",8711,DAL,Scotland
Dalmarnock,"61,916","139,738","25,734","227,388",9790,DAK,Scotland
Dalmeny,"72,366","161,608","35,664","269,638",9415,DAM,Scotland
Dalmuir,"131,536","213,224","95,906","440,666",9992,DMR,Scotland
Dalreoch,"29,432","49,974","53,530","132,936",9864,DLR,Scotland
Dalry,"30,374","56,204","15,528","102,106",9483,DLY,Scotland
Dalwhinnie,"1,010",930,20,"1,960",8628,DLW,Scotland
Danby,576,"3,824",0,"4,400",7915,DNY,Yorkshire and The Humber
Danescourt,"25,648","1,270","4,878","31,796",3797,DCT,Wales
Danzey,"1,486","1,750",252,"3,488",4519,DZY,West Midlands
Darlington,"316,454","1,643,764","114,838","2,075,056",7877,DAR,North East
Darnall,"6,726","3,724","1,976","12,426",6729,DAN,Yorkshire and The Humber
Darsham,"8,986","37,274","1,920","48,180",7211,DSM,East of England
Dartford,"1,005,436","1,641,782","505,682","3,152,900",5101,DFD,South East
Darton,"50,550","34,442","19,104","104,096",8420,DRT,Yorkshire and The Humber
Darwen,"58,290","147,136","29,212","234,638",2576,DWN,North West
Datchet,"61,232","85,780","26,828","173,840",5668,DAT,South East
Davenport,"88,078","76,904","50,260","215,242",2770,DVN,North West
Dawlish,"64,686","332,010","84,586","481,282",3408,DWL,South West
Dawlish Warren,"20,596","206,506","6,534","233,636",3409,DWW,South West
Deal,"64,436","243,602","85,564","393,602",5011,DEA,South East
Deansgate,"154,474","580,832","69,358","804,664",2963,DGT,North West
Deganwy,"6,994","2,298",634,"9,926",2480,DGY,Wales
Deighton,"20,526","17,788","13,004","51,318",8441,DHN,Yorkshire and The Humber
Delamere,"11,682","25,434","3,392","40,508",2306,DLM,North West
Denby Dale,"65,828","33,240","20,048","119,116",8432,DBD,Yorkshire and The Humber
Denham,"54,526","42,670","36,906","134,102",3052,DNM,South East
Denham Golf Club,"7,240","5,404","2,524","15,168",3060,DGC,South East
Denmark Hill,"1,628,766","1,967,538","1,000,490","4,596,794",5421,DMK,London
Dent,"1,232","7,654",16,"8,902",2103,DNT,North West
Denton,30,20,0,50,2855,DTN,North West
Deptford,"311,838","574,790","353,594","1,240,222",5145,DEP,London
Derby,"661,118","2,148,982","142,248","2,952,348",1823,DBY,East Midlands
Devonport,"7,124","11,572","12,170","30,866",3579,DPT,South West
Dewsbury,"373,106","436,844","251,394","1,061,344",8326,DEW,Yorkshire and The Humber
Didcot Parkway,"329,766","1,331,524","362,668","2,023,958",3030,DID,South East
Dilton Marsh,"4,832","2,818","1,016","8,666",5502,DMH,South West
Dinas Powys,"41,468","3,124","7,998","52,590",3830,DNS,Wales
Dingle Road,"64,282","3,568","15,832","83,682",3861,DGL,Wales
Dingwall,"33,158","9,524","3,842","46,524",8632,DIN,Scotland
Dinsdale,"16,192","33,488","11,666","61,346",7897,DND,North East
Dinting,"32,602","27,526","27,344","87,472",2893,DTG,East Midlands
Disley,"33,784","45,424","23,570","102,778",2765,DSL,North West
Diss,"88,616","279,162","54,494","422,272",7348,DIS,East of England
Dodworth,"18,634","13,170","7,324","39,128",6781,DOD,Yorkshire and The Humber
Dolau,188,192,0,380,4188,DOL,Wales
Doleham,130,138,580,848,5036,DLH,South East
Dolgarrog,524,254,0,778,2538,DLG,Wales
Dolwyddelan,"1,006",726,0,"1,732",2452,DWD,Wales
Doncaster,"616,284","2,634,124","269,378","3,519,786",6417,DON,Yorkshire and The Humber
Dorchester South,"68,578","241,466","12,610","322,654",5961,DCH,South West
Dorchester West,"14,238","50,136","2,618","66,992",5962,DCW,South West
Dorking West,"8,894","18,278","6,106","33,278",5297,DKT,South East
Dormans,"29,574","29,130","33,644","92,348",5413,DMS,South East
Dorridge,"98,366","249,476","116,796","464,638",4525,DDG,West Midlands
Dove Holes,"3,116","5,364","6,346","14,826",2766,DVH,East Midlands
Dover Priory,"165,560","431,388","135,374","732,322",5033,DVP,South East
Dovercourt,"28,298","46,776","43,400","118,474",6901,DVC,East of England
Dovey Junction,"6,580",450,0,"7,030",4436,DVY,Wales
Downham Market,"88,612","183,526","69,412","341,550",7055,DOW,East of England
Drayton Green,"4,790","4,552","1,504","10,846",3099,DRG,London
Drayton Park,"152,866","162,632","42,888","358,386",6000,DYP,London
Drem,"25,368","27,820","8,240","61,428",9317,DRM,Scotland
Driffield,"41,354","130,618","40,110","212,082",8057,DRF,Yorkshire and The Humber
Drigg,"1,644","3,876",20,"5,540",1994,DRI,North West
Droitwich Spa,"168,946","91,914","64,858","325,718",4878,DTW,West Midlands
Dronfield,"53,400","70,876","12,352","136,628",6616,DRO,East Midlands
Drumchapel,"57,384","115,044","18,900","191,328",9994,DMC,Scotland
Drumfrochar,"9,772","18,274","4,878","32,924",9967,DFR,Scotland
Drumgelloch,"48,146","83,778","30,940","162,864",9757,DRU,Scotland
Drumry,"32,008","64,260","14,560","110,828",9993,DMY,Scotland
Duddeston,"122,930","55,932","63,614","242,476",1040,DUD,West Midlands
Dudley Port,"71,254","125,074","50,446","246,774",1212,DDP,West Midlands
Duffield,"18,570","16,978","4,354","39,902",1691,DFI,East Midlands
Duirinish,466,88,0,554,8681,DRN,Scotland
Duke Street,"29,672","69,278","8,994","107,944",9906,DST,Scotland
Dullingham,"9,468","5,484","7,846","22,798",7027,DUL,East of England
Dumbarton Central,"88,990","153,004","67,664","309,658",9866,DBC,Scotland
Dumbarton East,"54,896","107,084","28,816","190,796",9868,DBE,Scotland
Dumbreck,"27,962","54,030","7,838","89,830",9622,DUM,Scotland
Dumfries,"25,896","203,786","2,106","231,788",9490,DMF,Scotland
Dumpton Park,"7,012","9,720","6,520","23,252",5034,DMP,South East
Dunbar,"16,642","216,472","19,234","252,348",9397,DUN,Scotland
Dunblane,"71,710","175,622","20,446","267,778",8713,DBL,Scotland
Duncraig,282,94,0,376,8682,DCG,Scotland
Dundee,"320,836","805,292","41,602","1,167,730",9039,DEE,Scotland
Dunfermline Queen Margaret,"38,580","63,354","7,822","109,756",9187,DFL,Scotland
Dunlop,"12,034","26,338","4,600","42,972",9492,DNL,Scotland
Dunrobin Castle,646,124,0,770,8642,DNO,Scotland
Dunston,"4,668","12,776",494,"17,938",7744,DOT,North East
Dunton Green,"35,594","80,184","36,798","152,576",5102,DNG,South East
Durham,"135,752","1,846,878","109,802","2,092,432",7745,DHM,North East
Durrington-On-Sea,"83,238","178,640","92,042","353,920",5282,DUR,South East
Dyce,"101,930","93,682","20,490","216,102",8905,DYC,Scotland
Dyffryn Ardudwy,"6,522","1,698",952,"9,172",4455,DYF,Wales
Eaglescliffe,"23,160","111,912","9,240","144,312",7916,EAG,North East
Ealing Broadway,"1,333,516","2,624,266","811,030","4,768,812",3190,EAL,London
Earlestown,"66,290","132,056","32,984","231,330",2292,ERL,North West
Earley,"83,172","140,962","55,702","279,836",5694,EAR,South East
Earlsfield,"1,326,894","1,978,512","878,250","4,183,656",5584,EAD,London
Earlswood (Surrey),"66,164","86,138","43,224","195,526",5414,ELD,South East
Earlswood (West Midlands),"4,302","14,810","3,134","22,246",4520,EWD,West Midlands
East Croydon,"4,345,228","7,376,904","2,782,158","14,504,290",5355,ECR,London
East Didsbury,"51,640","113,434","19,890","184,964",2949,EDY,North West
East Dulwich,"291,940","459,214","164,400","915,554",5358,EDW,London
East Farleigh,"8,188","10,154","4,906","23,248",5234,EFL,South East
East Garforth,"54,120","34,480","25,680","114,280",8472,EGF,Yorkshire and The Humber
East Grinstead,"196,478","307,618","207,026","711,122",5486,EGR,South East
East Kilbride,"123,382","266,820","55,630","445,832",9793,EKL,Scotland
East Malling,"15,618","23,884","18,380","57,882",5134,EML,South East
East Midlands Parkway,"43,594","143,582","9,122","196,298",1901,EMD,East Midlands
East Tilbury,"123,692","80,842","71,816","276,350",7471,ETL,East of England
East Worthing,"64,628","109,312","167,772","341,712",5283,EWR,South East
Eastbourne,"308,902","1,527,210","860,206","2,696,318",5448,EBN,South East
Eastbrook,"57,936","2,326","19,366","79,628",3795,EBK,Wales
Easterhouse,"64,368","90,950","22,096","177,414",9894,EST,Scotland
Eastham Rake,"113,830","134,894","85,874","334,598",2128,ERA,North West
Eastleigh,"235,082","488,522","184,334","907,938",5899,ESL,South East
Eastrington,476,"3,358",10,"3,844",8114,EGN,Yorkshire and The Humber
Ebbsfleet International,"344,280","639,962","228,594","1,212,836",5566,EBD,South East
Ebbw Vale Parkway,"20,370","1,902","2,646","24,918",9915,EBV,Wales
Eccles Road,356,100,820,"1,276",7370,ECS,East of England
Eccleston Park,"20,226","24,926","12,952","58,104",2227,ECL,North West
Edale,"32,786","76,178",286,"109,250",2824,EDL,East Midlands
Eden Park,"125,176","163,926","40,728","329,830",5056,EDN,London
Edenbridge Town,"45,992","89,060","111,674","246,726",5359,EBT,South East
Edge Hill,"85,260","44,072","32,866","162,198",2169,EDG,North West
Edinburgh,"2,398,500","10,668,114","550,922","13,617,536",9328,EDB,Scotland
Edinburgh Park,"130,722","127,944","30,956","289,622",9395,EDP,Scotland
Edmonton Green,"778,132","1,305,056","435,512","2,518,700",6941,EDR,London
Effingham Junction,"58,080","67,182","24,962","150,224",5642,EFF,South East
Eggesford,"8,950","17,850","6,748","33,548",5822,EGG,South West
Egham,"473,036","608,480","180,486","1,262,002",5669,EGH,South East
Egton,370,"4,868","5,002","10,240",7918,EGT,Yorkshire and The Humber
Elgin,"54,748","132,864","9,346","196,958",8977,ELG,Scotland
Ellesmere Port,"122,158","210,768","42,866","375,792",2121,ELP,North West
Elmers End,"172,932","224,094","104,470","501,496",5049,ELE,London
Elmstead Woods,"245,994","251,596","110,482","608,072",5135,ESD,London
Elmswell,"29,514","28,126","9,524","67,164",7349,ESW,East of England
Elsecar,"60,348","37,722","35,224","133,294",6667,ELR,Yorkshire and The Humber
Eltham,"454,556","638,266","204,676","1,297,498",5103,ELW,London
Ely,"404,166","919,014","311,368","1,634,548",7068,ELY,East of England
Emerson Park,"101,212","84,088","11,176","196,476",7473,EMP,London
Emsworth,"78,958","129,860","71,918","280,736",5257,EMS,South East
Enfield Chase,"252,754","363,528","93,928","710,210",6010,ENC,London
Enfield Lock,"314,126","529,954","115,468","959,548",6815,ENL,London
Enfield Town,"496,688","823,356","166,442","1,486,486",6959,ENF,London
Entwistle,"3,210","14,490","1,596","19,296",2747,ENT,North West
Epsom Downs,"28,856","30,178","8,948","67,982",5361,EPD,South East
Erdington,"101,316","146,776","81,130","329,222",1041,ERD,West Midlands
Eridge,"17,450","19,720","13,374","50,544",5459,ERI,South East
Erith,"198,810","298,268","155,650","652,728",5104,ERH,London
Esher,"214,706","194,154","135,588","544,448",5558,ESH,South East
Essex Road,"164,592","184,578","58,616","407,786",6004,EXR,London
Etchingham,"28,850","69,636","38,368","136,854",5217,ETC,South East
Euxton Balshaw Lane,"17,306","35,760","2,792","55,858",2080,EBA,North West
Evesham,"40,094","139,994","23,660","203,748",4740,EVE,West Midlands
Ewell East,"156,864","166,798","65,582","389,244",5415,EWE,South East
Ewell West,"256,450","305,074","101,292","662,816",5586,EWW,South East
Exeter Central,"469,770","1,296,370","477,964","2,244,104",5755,EXC,South West
Exmouth,"131,522","586,592","89,196","807,310",5756,EXM,South West
Exton,"7,878","9,168","3,036","20,082",5760,EXN,South West
Eynsford,"31,100","42,016","32,080","105,196",5065,EYN,South East
Fairbourne,"13,766","3,620","1,052","18,438",4416,FRB,Wales
Fairfield,"6,616","4,708","2,702","14,026",2780,FRF,North West
Fairlie,"6,302","12,766","1,302","20,370",9452,FRL,Scotland
Fairwater,"26,496",936,"12,674","40,106",3873,FRW,Wales
Falconwood,"252,044","313,630","102,930","668,604",5137,FCN,London
Falkirk Grahamston,"117,140","190,100","34,534","341,774",9930,FKG,Scotland
Falkirk High,"148,030","240,228","43,640","431,898",9931,FKK,Scotland
Falls Of Cruachan,362,130,0,492,8726,FOC,Scotland
Falmer,"245,296","586,204","72,194","903,694",5337,FMR,South East
Falmouth Docks,"9,590","95,596","18,368","123,554",3508,FAL,South West
Falmouth Town,"17,828","189,920","25,552","233,300",3591,FMT,South West
Fareham,"356,172","707,648","180,700","1,244,520",5900,FRM,South East
Farnborough (Main),"457,966","697,980","358,046","1,513,992",5521,FNB,South East
Farnborough North,"99,018","150,910","77,414","327,342",5688,FNN,South East
Farncombe,"134,862","134,384","81,928","351,174",5643,FNC,South East
Farnham,"327,954","444,470","158,082","930,506",5545,FNH,South East
Farningham Road,"32,902","42,934","28,328","104,164",5105,FNR,South East
Farnworth,"18,680","17,122","7,942","43,744",2811,FNW,North West
Farringdon,"2,760,662","3,044,158","1,060,408","6,865,228",577,ZFD,London
Fauldhouse,"9,740","13,230","2,262","25,232",9245,FLD,Scotland
Faversham,"245,064","455,072","419,484","1,119,620",5167,FAV,South East
Faygate,"2,414","1,046",426,"3,886",5493,FGT,South East
Fazakerley,"154,312","494,090","271,764","920,166",2126,FAZ,North West
Fearn,"2,096",448,436,"2,980",8637,FRN,Scotland
Featherstone,"28,202","25,380","8,770","62,352",8544,FEA,Yorkshire and The Humber
Felixstowe,"49,566","123,138","20,368","193,072",7214,FLX,East of England
Feltham,"836,870","1,163,088","575,462","2,575,420",5559,FEL,London
Feniton,"9,898","28,034","9,612","47,544",5808,FNT,South West
Fenny Stratford,"1,906","2,344","2,980","7,230",1377,FEN,South East
Fernhill,"12,454",576,"2,096","15,126",3862,FER,Wales
Ferriby,"11,910","13,312","3,400","28,622",8061,FRY,Yorkshire and The Humber
Ferryside,"13,572","3,622","1,862","19,056",4074,FYS,Wales
Ffairfach,"1,618",590,0,"2,208",4066,FFA,Wales
Filey,"26,656","112,844","14,074","153,574",8062,FIL,Yorkshire and The Humber
Filton Abbey Wood,"164,152","196,048","24,384","384,584",3235,FIT,South West
Finsbury Park,"1,414,256","2,509,042","677,126","4,600,424",6119,FPK,London
Finstock,228,56,80,364,3012,FIN,South East
Fishersgate,"28,630","45,772","12,372","86,774",5284,FSG,South East
Fishguard Harbour,924,"4,276",0,"5,200",4076,FGH,Wales
Fiskerton,"9,496","5,446","1,256","16,198",6351,FSK,East Midlands
Fitzwilliam,"94,500","68,766","34,836","198,102",8583,FZW,Yorkshire and The Humber
Five Ways,"437,828","410,770","322,458","1,171,056",4503,FWY,West Midlands
Fleet,"247,296","389,618","197,426","834,340",5522,FLE,South East
Flimby,"2,854","5,900","1,748","10,502",2026,FLM,North West
Flint,"114,858","56,974","16,160","187,992",2513,FLN,Wales
Flitwick,"186,430","440,784","201,974","829,188",1532,FLT,East of England
Flixton,"37,974","27,856","10,140","75,970",2935,FLI,North West
Flowery Field,"59,634","59,302","43,932","162,868",2786,FLF,North West
Folkestone Central,"115,104","405,894","161,676","682,674",5035,FKC,South East
Folkestone West,"86,550","305,202","121,570","513,322",5027,FKW,South East
Ford,"29,442","39,916","22,750","92,108",5258,FOD,South East
Forest Gate,"758,102","1,387,466","529,530","2,675,098",6876,FOG,London
Forest Hill,"923,734","1,626,186","396,970","2,946,890",5362,FOH,London
Formby,"237,296","594,808","163,860","995,964",2354,FBY,North West
Forres,"24,402","62,786","5,448","92,636",8638,FOR,Scotland
Forsinard,504,156,0,660,8639,FRS,Scotland
Fort Matilda,"16,268","36,430","7,354","60,052",9675,FTM,Scotland
